date,AMBV4,BTOW3,BVMF3,BRML3,BBDC4,BRAP4,BBAS3,BRKM5,BRFS3,BISA3,CCRO3,CMIG4,CESP6,CTIP3,HGTX3,CIEL3,CPLE6,CSAN3,CPFE3,CYRE3,DASA3,DTEX3,ELET3,ELET6,ELPL4,EMBR3,FIBR3,GFSA3,GGBR4,GOAU4,GOLL4,HYPE3,ITSA4,ITUB4,JBSS3,KLBN4,LIGT3,LLXL3,RENT3,LAME4,LREN3,MRFG3,MMXM3,MRVE3,NATU3,OGXP3,OIBR4,PCAR4,PDGR3,PETR3,PETR4,RDCD3,RSID3,SBSP3,SANB11,CSNA3,CRUZ3,SUZB5,VIVT4,TIMP3,TRPL4,UGPA3,USIM3,USIM5,VAGR3,VALE3,VALE5,Dolar PTAX,IBOV,OEX,UKX,DAX
5/9/2012,77.81,7.13,10.02,22.91,29,33.84,21.91,13.13,32.96,4.99,15.57,36.36,35.68,30.31,45.3,57.8,45.97,32.09,25.43,15.28,13.28,10.54,14.71,20.16,27.72,15.83,14.91,3.78,15.92,20.72,10.27,12.11,8.64,28.33,7.06,8.68,26.1,3.17,30.81,13.3,61.48,9.6,8.16,11.51,41.9,13.38,9.17,85.21,5.01,20.69,19.84,31.9,7.36,75.52,15.68,15,27.07,6.98,54.6,10.42,62.98,40.84,16.57,10.18,0.39,40.33,39.33,1.96,59806,616.13,5530.1,6475.31
5/10/2012,77.51,7.09,10.02,23.07,29.36,33.92,22.12,12.79,33.7,4.9,15.72,36.34,36.54,29.92,46.23,59.01,46.5,32.18,25.4,14.81,13.72,10.76,14.86,20.07,27.95,15.68,14.65,3.73,16.44,21.28,10.09,12.13,8.73,28.78,7.22,8.49,26.14,3.18,30.79,13.74,62.49,9.62,8.2,11.34,42.27,13.67,9.26,86.02,4.85,20.79,20.01,32.09,7.18,75.98,16.26,15.32,26.83,6.8,53.9,10.66,63.86,41.47,16.83,10.4,0.43,40.67,39.58,1.96,60215,618.05,5544,6518
5/11/2012,76.77,7.14,10.03,23.21,29.24,33.2,21.98,12.4,33.68,4.94,15.7,36.69,37.25,30.02,47.29,59.66,46.51,32.17,25.51,14.87,14.01,10.81,14.92,19.96,27.34,15.45,14.54,3.7,16.44,21.31,10.23,12.12,8.71,28.62,7.28,8.59,25.58,3.15,31.05,13.93,63.37,9.8,8.17,11.33,42.51,13.75,8.93,85.67,4.6,20.41,19.57,32.85,7.19,75.64,16.12,14.73,26.89,6.74,53.43,10.82,64.09,41.36,16.66,10.4,0.44,39.75,38.6,1.95,59802,615.34,5575.5,6579.93
5/14/2012,76.53,7.06,9.78,22.9,28.62,32.28,21.02,11.96,33.08,4.37,15.43,35.37,35.73,29.78,45.28,59.02,45.03,31.2,24.95,14.39,13.86,10.4,14.59,19.53,25.98,15.33,14.14,3.76,16.11,20.65,9.72,11.84,8.53,28.18,7.23,8.3,25.58,3.03,30.34,13.57,61.74,9.34,7.98,10.88,41.55,13.09,8.54,83.61,4.16,19.98,19.07,32.62,6.67,73.8,15.8,14.3,27.2,6.63,52.23,10.71,62.69,40.93,15.76,10.09,0.42,38.61,37.53,1.99,58125,608.6,5465.5,6451.97
5/15/2012,77.26,6.64,9.64,22.48,28.55,32.25,20.46,11.92,32.81,3.99,15.34,34.31,35.22,29.68,43.67,58.48,44.31,30.74,24.65,14.46,13.98,10.29,14.43,19.33,25.68,15.2,14.03,3.53,15.98,20.29,9.51,11.69,8.52,28.38,6.91,8.12,25.11,2.9,29.86,13.2,59.9,9.59,7.76,9.49,40.6,12.43,8.34,82.26,3.79,19.65,18.81,32.41,6.13,71.78,15.91,13.99,26.94,6.54,51.98,10.82,62.09,40.87,15.63,10.02,0.41,38.65,37.68,1.99,57134,605.32,5437.6,6401.06
5/16/2012,77.06,7.18,9.4,22.74,27.95,31.67,20.09,11.86,32.69,3.87,15.29,34.47,34.69,29.72,43.23,57.2,45.83,30.4,25.11,14.35,13.87,10.17,14.62,19.41,25.91,15.15,13.87,3.31,15.97,20.22,9.56,11.85,8.37,27.86,6.28,8.16,25.03,2.77,29.99,12.86,59.02,9.9,7.42,8.96,40.7,11.58,8.15,82.45,3.63,20.02,19.27,32.56,5.76,71.88,15.91,13.75,26.97,6.14,52.14,10.6,63.44,40.5,14.42,10.06,0.4,37.7,36.74,2,56175,603.5,5405.3,6384.26
5/17/2012,76.49,7.11,9.12,22.71,26.9,30.42,19.3,11.32,32.68,3.83,15.64,34,33.8,29.53,42.34,56.69,45.33,29.34,24.85,14.45,13.7,10.06,14.75,19.48,25.97,14.76,13.75,3.13,15.65,19.72,9.59,11.79,8.09,26.91,6.05,7.9,24.91,2.61,29.4,12.4,57.37,9.88,7.17,9.43,40.15,11.47,7.85,80.56,3.59,19.48,18.81,32.05,5.7,70.03,15.34,13.36,26.91,6.32,50.98,10.34,63.1,39.41,13.72,9.79,0.39,36.43,35.46,2,55106,595.89,5338.4,6308.96
5/18/2012,76.9,7.04,9.1,21.58,26.76,30.4,19.62,10.83,32.22,3.74,15.49,34.44,33.42,28.78,43.05,56.18,43.93,29.13,24.69,14.25,13.49,9.86,14.43,19.1,25.88,14.65,13.4,3,15.41,19.45,9.56,11.59,8.15,26.99,5.8,7.95,24.45,2.51,29.78,12.47,58.39,9.59,7.13,9.7,40.5,11.18,7.86,80.78,3.19,19.75,18.92,30.67,5.34,69.42,15.36,13.13,27.19,6.05,51.52,10.16,63.48,39.33,12.96,9.33,0.39,36.32,35.26,2.01,54397,591.61,5267.6,6271.22
5/21/2012,76.41,6.98,9.21,21.74,28.06,31.3,20.74,11.13,32.51,3.75,15.81,34.53,33.15,28.38,43.07,54.13,43.41,29.7,23.8,14.41,13.42,9.95,14,18.63,26.36,14.87,13.78,2.93,16.36,20.48,9.93,11.43,8.41,27.92,5.87,8.1,24.09,2.68,31.19,12.49,59.36,9.7,7.48,10.04,40.83,12.02,7.86,82.61,3.23,20.8,19.97,30.04,5.52,70.01,15.9,13.79,26.94,6.06,51.6,10.18,61.6,40.28,12.92,9.76,0.39,37.57,36.67,2.04,55874,599.84,5304.5,6331.04
5/22/2012,76.63,6.66,9.3,21.69,28.57,31.24,21.24,11.23,32.46,3.61,15.62,35.05,32.87,28.45,41.6,53.46,43.43,29.46,23.9,13.92,13.44,9.68,13.69,18.06,26.62,14.96,13.72,2.81,16.49,20.56,9.49,10.91,8.52,28.4,5.77,8.11,23.88,2.57,30.13,12.23,58.43,9.4,7.23,9.73,41.21,11.74,8.04,81.96,3.12,20.8,20.04,30.87,5.37,70.53,16.26,13.94,26.65,6.05,52.01,10.13,62,40.6,12.73,9.72,0.37,37.55,36.58,2.05,55730,600,5403.3,6435.6
5/23/2012,75.18,6.39,8.96,20.8,27.86,30.79,20,11.1,31.91,3.52,15.3,34.88,33.07,27.49,38.99,51.79,42.45,28.69,23.52,13.61,12.95,9.26,13.3,17.69,25.89,14.78,13.48,2.62,16.16,20.13,9.02,10.22,8.29,27.67,5.67,7.91,23.81,2.36,28.79,11.42,56.32,9.13,6.78,9.31,40.56,11,7.7,78.01,2.99,20.04,19.27,30.89,5.22,70.07,16.18,13.44,25.95,5.8,50.46,9.84,62.52,39.5,12.15,9.36,0.37,37.1,36.21,2.08,53967,600.55,5266.4,6285.75
5/24/2012,75.43,6.06,9.14,20.6,28.11,30.87,20.16,11.11,31.62,3.53,15.01,34.72,33.71,26.83,38.59,50.99,41.69,28.34,23.49,13.85,12.99,9.43,13.1,17.26,25.3,14.65,13.22,2.66,15.97,20.02,8.59,10.17,8.29,27.81,5.77,7.72,23.61,2.36,28.71,11.56,57.39,8.81,6.69,9.26,40.18,11.11,7.46,77.14,3.16,19.58,18.82,30.89,5.35,69.84,15.56,13.18,25.54,5.63,49.63,9.59,61.98,39.12,11.55,9.2,0.36,37.4,36.61,2.04,53807,601.4,5350.1,6315.89
5/25/2012,75.13,6.12,9.45,21.41,28.44,30.64,20.38,11.19,31.65,3.95,14.97,34.39,33.48,27.45,40.31,51.72,41.57,28.85,23.13,14.67,13.39,9.55,12.99,17.47,25.2,14.19,13.47,2.8,16.05,20.13,8.52,10.53,8.43,28.23,6.09,7.78,24.04,2.39,29.48,12.06,58.7,8.97,6.88,9.69,41.16,11.19,7.48,79.13,3.58,19.49,18.78,30.98,5.8,69.45,15.48,13.15,25.63,5.62,49.41,9.62,60.46,38.96,11.59,9.27,0.38,36.66,35.91,2,54533,599.18,5351.5,6339.94
5/28/2012,75.52,6.16,9.5,22.28,28.25,30.97,20.3,11.27,32.22,4.17,15.28,34.48,33.9,28.03,40.88,53.98,41.91,28.89,23.59,15.25,14.05,9.64,13.13,17.75,25.29,14.51,13.62,2.87,16.27,20.41,8.63,10.78,8.49,28.32,6.09,7.85,24.2,2.44,29.64,12.5,59.61,9.63,7.09,9.87,41.24,11.41,7.62,79.19,3.87,19.69,18.95,31.23,6.04,69.78,16.02,13.13,26.49,5.67,50.47,10,60.29,39.4,11.49,9.31,0.38,36.99,36.18,1.98,55347,599.18,5356.3,6323.19
5/29/2012,75.66,5.98,9.66,21.83,28.44,31.48,20.09,11.32,31.7,3.88,15.33,34.55,33.57,28.45,40.76,53.95,41.35,28.83,23.33,14.76,13.98,9.49,12.84,17.51,25.11,14.32,13.68,2.74,16.29,20.43,8.78,10.76,8.43,28.09,5.98,7.77,24.04,2.49,29.8,12.06,58.21,9.49,7.36,9.49,41.31,11.4,7.63,77.66,3.52,19.7,18.93,30.95,5.75,70.25,15.94,13.14,26.57,5.73,49.73,9.72,59.2,39.9,11.21,9.16,0.37,37.65,36.73,1.99,55014,605.65,5391.1,6396.84
5/30/2012,75.85,5.82,9.55,21.32,28.52,30.94,19.52,11.04,30.89,3.57,15.42,34.66,33.65,28.4,40.29,52.62,40.21,28.15,23.24,14.27,13.78,9.43,12.84,17.72,24.15,14.16,13.14,2.55,15.96,19.94,8.44,10.37,8.3,27.7,5.87,7.85,23.57,2.35,30.35,11.68,57.84,8.96,6.89,8.9,41.32,10.72,7.6,77.06,3.23,19.31,18.47,30.57,5.4,69.54,15.56,13.06,26.21,5.5,48.5,9.67,58.92,39.51,10.81,8.91,0.36,37.04,36.16,2.01,53710,598.17,5297.3,6280.8
5/31/2012,75.43,6.02,9.49,21.96,29.02,31.1,19.39,11.13,30.98,3.54,15.55,34.98,34.33,28.9,41.01,53.63,40.46,29.26,23.94,14.88,14.01,9.55,13.2,18.34,23.69,14.15,13.22,2.52,15.76,19.76,8.1,10.86,8.54,28.39,5.57,8.32,23.79,2.32,31.49,12.01,57.94,9.11,6.51,8.6,42.25,10.18,7.52,76.09,3.36,19.46,18.58,30.85,5.31,70.41,15.84,12.99,26.48,5.09,47.53,9.9,58.78,40.39,9.38,8.6,0.37,37.23,36.32,2.02,53778,597.29,5320.9,6264.38
6/1/2012,74.31,5.81,9.37,21.38,29.28,31.02,19.54,11.1,30.27,3.53,15.67,34.69,34.01,28.61,39.85,54.77,41.03,28.92,23.52,14.91,13.71,9.58,13.01,18.23,23.62,13.87,12.88,2.46,15.73,19.72,8.17,10.52,8.58,28.56,5.6,8.39,23.43,2.22,31.57,11.88,56.98,8.7,6.17,8.26,42.35,9.93,7.43,75.81,3.24,19.61,18.79,31.52,5.22,70.81,15.83,12.87,26.58,5.09,48.37,9.95,59.42,40.68,9.19,8.36,0.36,37.04,36.26,2.04,53712,583.83,5260.2,6050.29
6/4/2012,72.34,5.59,9.46,21.29,29.09,30.85,19.15,11.02,31.2,3.48,15.77,34.89,34.75,28.64,39.79,54.69,41.51,28.76,23.84,15.08,13.43,9.61,13.17,18.38,24.03,13.67,12.83,2.33,16,20.12,8.08,10.72,8.46,28.11,5.57,8.36,24.11,2.17,31.94,11.84,57.36,8.57,6.22,8.46,42.57,9.88,7.25,75.71,3.32,19.92,19.07,31.78,5.06,70.81,15.56,12.78,26.53,4.92,48.49,9.97,60.01,40.68,9.29,8.32,0.37,36.73,35.96,2.04,53662,584.27,5260.2,5978.23
6/5/2012,72.24,5.25,9.55,21.54,28.61,30.59,18.71,10.85,31.26,3.33,15.48,34.55,34.5,28.87,39.86,55.4,41.22,28.87,23.75,14.57,13.44,9.36,12.99,18.04,24.41,13.61,12.68,2.25,16.12,20.36,7.87,10.77,8.35,27.75,5.56,8.38,24.43,2.14,32.33,11.94,56.92,8.7,6.06,8.03,42.57,9.51,7.03,75.75,3.31,19.83,19,31.69,4.8,70.43,15.37,12.68,26.06,4.75,48.11,10.04,60.39,40.67,8.42,7.9,0.37,36.75,35.94,2.03,53289,586.4,5260.2,5969.4
6/6/2012,74.08,5.28,9.71,21.87,29.25,31.18,18.75,10.57,31.61,3.37,15.79,34.96,34.28,28.56,40.37,56.43,41.31,29.43,23.63,14.92,13.65,9.34,13.11,18.38,24.39,13.85,12.59,2.19,16.46,20.5,7.82,10.84,8.47,28.13,5.63,8.73,24.71,2.15,30.97,11.85,56.47,9.13,6.31,8.22,42.79,9.73,7.08,75.48,3.34,20.04,19.18,31.9,4.82,70.23,15.73,12.54,26.64,4.7,47.54,10.14,60.64,41.6,8.16,7.76,0.37,37.75,36.8,2.02,53715,600.13,5384.1,6093.99
6/8/2012,74.47,5.39,9.98,22.07,29.55,31.43,18.65,11.05,32.39,3.35,15.89,35.35,34.29,28.01,41.53,56.02,41.87,28.95,23.74,15.17,13.53,9.48,13.5,18.78,24.54,13.72,12.7,2.36,16.56,20.64,7.9,11.04,8.59,28.68,5.62,8.7,24.68,2.16,29.95,11.84,56.86,9.46,6.46,8.41,42.86,9.92,7.04,74.51,3.29,19.71,18.88,31.66,4.91,71.42,15.48,12.54,26.73,4.79,47.51,10.03,60.74,41.37,8.53,7.64,0.37,38.21,37.23,2.04,54084,605.62,5435.1,6130.82
6/11/2012,74.05,5.51,10.01,22.23,29.91,31.31,19.04,11.01,32.1,3.39,15.71,35.74,34.82,26.96,41.85,56.43,41.89,28.88,23.91,15.37,13.67,9.7,13.54,18.67,24.87,13.6,12.64,2.73,16.79,20.91,8.09,11.26,8.64,28.78,5.75,8.65,24.18,2.23,30.73,11.89,57.91,9.43,6.53,8.53,43.07,9.83,7.14,74.69,3.38,19.48,18.73,31.76,5.06,72.59,15.66,12.51,26.52,4.78,48.52,10.15,61.8,41.35,9.04,7.95,0.37,38.19,37.28,2.03,54535,598.73,5432.4,6141.05
6/12/2012,74.18,5.62,10.04,22.54,30.26,31.65,18.94,11.16,32.23,3.38,15.76,36.43,34.79,26.92,42.85,56.84,42.48,29.42,24.55,14.78,13.85,9.81,13.75,18.95,25.28,13.76,12.75,2.71,16.96,21.14,8.3,11.43,8.73,29.03,5.73,8.62,24.04,2.2,31.95,12.13,58.47,9.43,6.36,8.26,44.41,9.31,7.21,76.52,3.34,19.23,18.5,31.94,5.01,73.44,16.05,12.45,26.44,4.55,49.21,10.48,61.68,42.69,9.29,7.79,0.37,38.41,37.35,2.06,54524,605.72,5473.7,6161.24
6/13/2012,74.36,5.89,10.57,23.02,30.5,32.12,19.02,11.9,32.46,3.5,15.81,36.82,34.89,26.76,42.54,56.82,42.96,30.16,24.96,15.33,13.98,9.99,13.93,19.17,25.47,13.8,12.95,2.77,17.09,21.39,8.4,11.88,8.78,29.25,5.83,8.52,24.33,2.24,31.54,12.35,59.59,9.52,6.48,8.44,44.49,9.58,7.39,75.98,3.46,19.48,18.72,32.06,5.17,75.47,16.22,12.51,26.04,4.42,48.63,10.63,62.51,43.48,9.55,7.75,0.38,38.77,37.73,2.06,55270,602.44,5483.8,6152.49
6/14/2012,74.94,6.16,10.84,23.06,30.65,32.03,18.8,11.89,32.9,3.6,15.88,36.73,35,25.54,41.57,56.22,43.4,30.28,25.03,15.36,13.87,9.9,13.93,19.18,25.72,13.73,12.66,2.95,17.29,21.69,8.73,11.97,8.84,29.21,5.84,8.61,24.21,2.25,31.02,12.21,59.05,9.57,6.57,8.75,44.16,9.65,7.3,76.69,3.46,19.04,18.37,32.39,5.25,75.49,15.97,12.62,26,4.11,48.17,10.72,63.42,42.77,9.66,7.85,0.38,38.73,37.71,2.07,55479,609,5467.1,6138.61
6/15/2012,74.2,6.09,10.68,23.18,30.86,32.44,18.67,11.9,32.77,3.67,16.06,36.65,34.95,25.63,41.07,54.61,43.61,30.02,25.2,15.57,13.92,9.9,14.37,19.5,25.47,13.52,13.28,3.03,17.57,22.05,9.38,11.99,8.86,29.46,5.91,8.69,23.66,2.24,31.15,12.25,59.43,9.48,6.85,8.99,44.08,9.68,7.47,75.64,3.53,18.78,18.12,31.88,5.24,74.6,15.64,12.54,25.12,4.24,47.9,10.7,62.7,42.29,9.52,7.42,0.38,39.47,38.3,2.04,55444,614.84,5478.8,6229.41
6/18/2012,76.17,6.13,10.34,23.65,30.97,32.5,19.15,12.08,32.85,3.7,16.61,36.89,34.86,26.02,40.77,55.66,43.68,30.79,25.19,15.73,14.13,9.91,14.17,19.4,25.59,13.63,13.38,3.09,17.69,22.15,9.56,11.99,8.95,29.73,5.95,8.69,23.74,2.22,30.41,12.3,59.4,9.47,6.92,9.14,44.79,10.02,7.47,76,3.69,19.41,18.79,33.22,5.27,74.67,15.64,12.29,26.02,4.55,48.51,10.67,62.65,43.16,9.37,7.14,0.37,39.76,38.63,2.06,56221,615.29,5491.1,6248.2
6/19/2012,78.47,6.27,10.11,24.15,31.17,33,20.14,12.25,33.31,3.63,16.84,37.01,35.62,26.7,41.96,57.35,44.02,30.94,25.16,15.71,14.27,10.01,14.25,19.6,25.74,13.71,14.16,3.07,17.54,22.09,9.81,12.07,9.05,30.09,6.29,8.8,24.13,2.27,30.53,12.35,59.62,9.57,6.98,9.19,45.5,10.25,7.41,76.46,3.6,20.36,19.62,33.33,5.36,76.21,15.8,12.08,26.73,4.71,49.69,10.79,62.6,44.26,9.1,6.91,0.38,40.7,39.56,2.04,57011,620.91,5586.3,6363.36
6/20/2012,77.14,6.18,10.06,24.32,30.61,33.27,20.19,12.47,32.97,3.68,16.34,36.76,35.29,26.77,41.7,57.36,43.44,30.57,25.06,15.52,14.3,10.1,14.16,19.58,25.42,13.45,14.3,3.06,17.59,22.02,9.91,12.05,8.94,29.62,6.3,8.77,24.37,2.41,30.42,12.46,60.31,9.53,6.99,9.22,45.81,9.97,7.43,76.48,3.68,20.7,19.9,33.42,5.41,75.79,15.7,12.3,27.13,4.46,49.51,10.71,62.59,44.57,9.47,7.17,0.38,41.08,39.93,2.03,57046,620.24,5622.3,6392.13
6/21/2012,76.96,6.02,9.81,23.74,30.27,32.81,20.12,12.38,31.89,3.76,15.99,36.22,35.15,26.07,41.96,56.64,43.47,29.81,24.87,15.15,14.06,10.19,14.2,19.52,24.74,13.24,13.85,3,16.92,21.2,9.96,12.07,8.7,28.97,6.2,8.62,24.28,2.53,30,12.28,59.3,9.39,6.74,9.09,45.77,9.49,7.46,74.76,3.67,20.42,19.7,33.33,5.32,75.55,15.43,12.07,27.42,4.43,48.81,10.83,61.76,43.81,9.24,6.81,0.38,40.12,39.11,2.04,56328,607.42,5566.4,6343.13
6/22/2012,75.6,6.04,9.78,23.26,29.73,32.55,19.92,12.15,31.05,3.67,16.05,35.92,34.74,25.71,40.95,55.83,42.99,29.53,24.38,15.15,14,10.18,13.89,19.29,24.52,13.3,13.84,2.94,16.56,20.67,9.96,11.88,8.43,27.97,5.98,8.63,24.09,2.55,29.68,12.28,58.4,9.29,6.86,9.28,46.13,9.27,7.49,74.81,3.6,20.06,19.39,33.2,5.23,74.76,15.33,11.71,27.03,4.46,48.99,10.6,61.36,43.02,8.96,6.58,0.39,39.59,38.69,2.06,55433,611.73,5513.7,6263.25
6/25/2012,76.16,5.72,9.75,22.64,29.25,32.26,19.17,12.12,30.79,3.4,15.81,35.76,34.69,24.81,40.28,56.68,42.91,28.93,24.27,14.74,13.67,10.09,13.66,18.99,24.58,13.03,13.67,2.78,16.18,20.12,9.83,11.72,8.19,27.23,5.91,8.69,24.45,2.45,29.91,12.28,57.36,9.18,6.77,9.03,46.37,8.73,7.37,74.67,3.39,18.86,18.3,33,4.92,74.77,15.23,11.21,27.2,4.38,48.24,10.31,61.07,42.97,8.54,6.27,0.38,38.85,38.07,2.07,53995,602.09,5450.7,6132.39
6/26/2012,76.38,5.57,9.79,22.91,29,32.49,18.67,12.24,30.61,3.35,16.09,36.28,35.3,24.89,37.47,58.33,43.19,29.18,24.44,14.49,13.74,9.95,13.68,19,24.53,12.87,13.55,2.71,16.17,20.19,9.63,11.72,8.12,26.93,5.8,8.51,24.19,2.43,29.76,12.17,56.41,9.03,6.52,8.85,46.28,8.52,7.67,75.84,3.33,18.55,18,33,4.84,75.86,15.01,11.14,27.67,4.29,49.2,10.38,61.74,43.44,8.2,6.32,0.38,39.59,38.72,2.07,53780,605.08,5447,6136.69
6/27/2012,75.96,5.62,9.99,23.47,29.56,32.61,18.7,12.61,30.87,3.28,16.08,36.53,35.92,23.93,36.2,59.04,43.78,29.7,24.75,14.51,13.26,9.98,13.97,19.25,24.65,13.12,13.79,2.62,16.5,20.54,9.14,11.63,8.21,27.24,5.67,8.65,24.5,2.24,29.46,12.21,55.03,8.83,6.13,8.68,46.26,6.2,7.76,77.95,3.31,18.41,17.86,32.92,4.76,77.48,15.09,11.16,28.32,4.08,49.4,10.53,62.32,44.46,7.88,6.31,0.38,39.72,38.91,2.08,53478,610.8,5523.9,6228.99
6/28/2012,75.9,5.54,9.82,23.28,29.15,32.03,18.64,12.72,30.5,3.21,15.95,37.34,36.22,23.1,35.79,59.06,44.03,29.63,24.73,14.49,13.26,9.99,14.06,19.35,24.79,13.28,13.57,2.49,16.21,20.23,8.95,11.46,8.07,26.9,5.69,8.61,24.53,2.11,29.05,12.31,54.1,8.58,5.64,8.79,46.71,5.54,7.67,78.76,3.35,18.32,17.72,32.85,4.68,77.64,14.91,10.91,28.53,3.9,49.11,10.67,62.77,44.36,7.62,6.21,0.37,38.98,38.2,2.09,52784,609.05,5493.1,6149.91
6/29/2012,77.11,5.81,10.08,22.84,29.91,32.75,19.29,13.31,30.49,3.36,16.25,37.46,36.5,24.9,37.97,58.99,43.96,30,24.52,14.97,13.15,10.5,14.2,19.46,25.52,13.26,14.76,2.59,17.34,21.77,9.09,11.85,8.4,27.77,5.97,8.86,24.8,2.16,30.25,13.01,56.1,9.16,5.57,9.31,46.46,5.4,7.74,79.65,3.51,18.8,18.16,32.93,4.91,76.6,15.44,11.26,29.26,3.99,49.8,11,63.12,44.65,7.8,6.32,0.37,40.02,39.13,2.02,54040,623.82,5571.2,6416.28
7/2/2012,76.43,5.89,10.34,22.71,29.88,32.9,19.38,13.06,29.99,3.4,16.54,37.93,36.36,25.46,38.16,58.5,43.71,30.01,24.72,14.78,13.25,10.41,14.25,19.52,25.62,13.11,15.17,2.55,17.51,21.89,8.92,11.71,8.43,27.84,5.91,8.85,24.81,2.3,30.71,13.32,55.73,9.26,6.04,9.49,45.31,6.05,7.79,79.28,3.47,18.82,18.23,32.98,4.77,76.95,15.35,11.47,28.34,3.86,50.63,11.09,62.6,45.1,7.75,6.32,0.37,39.96,39.02,1.99,54335,625.38,5640.6,6496.08
7/3/2012,76.78,6.51,10.87,23.25,30.58,33.55,19.84,13.12,29.93,3.48,16.68,37.98,36.21,25.78,38.94,58.21,43.69,30.17,23.98,15.45,13.63,10.85,14.23,19.71,22.83,13.47,15.36,2.59,17.85,22.34,8.88,12.21,8.74,28.66,6.16,8.87,24.63,2.39,31.13,13.62,57.64,9.65,6.36,10,45.65,6.53,8.27,79.49,3.51,19.55,18.85,32.98,4.98,77.15,15.61,12.02,28.18,3.94,51.1,11.04,60.16,45.56,8.03,6.68,0.37,41.03,39.93,1.99,55749,628.63,5687.7,6578.21
7/4/2012,78.07,6.81,11.08,23.48,30.65,33.52,19.83,13.35,29.8,3.53,16.69,37.75,36.27,25.77,38.95,59.33,43.71,30.44,24.28,15.27,13.72,11,14.64,19.99,23.14,13.88,15.68,2.6,17.58,22.08,8.75,12.29,8.73,28.63,6.32,8.98,24.64,2.43,31.35,13.6,57.89,9.8,6.57,10.1,45.63,6.22,8.59,80.69,3.49,19.73,19.05,32.99,5.11,77.04,15.67,12.44,28.51,4.02,51.41,11.31,59.48,45,8.28,7.04,0.37,41.05,39.97,2.02,55996,628.63,5684.5,6564.8
7/5/2012,77.73,7.22,11.29,22.82,30.79,33.79,19.83,13.41,29.78,3.49,16.77,38,36.96,25.98,38.13,60.27,44.29,30.57,23.98,15.37,13.57,11.06,14.61,20.07,22.81,13.68,15.58,2.6,18.14,22.73,8.61,12.28,8.88,29.19,6.24,9.05,24.71,2.45,31.68,13.6,56.79,9.8,6.67,9.95,46.07,6.38,8.71,80.4,3.55,20.2,19.5,32.95,5.14,76.97,15.7,12.42,28.19,4.17,51.42,11.18,59.69,45.81,8.15,6.96,0.36,41.6,40.46,2.03,56517,625.55,5692.6,6535.56
7/6/2012,76.97,6.72,10.99,22.67,30.36,33.14,19.33,13.16,29.4,3.38,16.42,37.9,37.03,25.78,37.64,59.59,43.76,30.24,23.65,14.81,13.05,10.74,14.25,19.55,22.1,13.34,15.13,2.49,17.6,21.93,8.3,12.05,8.7,28.75,5.96,8.74,24.16,2.34,30.64,13.15,56.07,9.5,6.27,9.93,45.3,6.11,8.8,79.2,3.39,19.86,19.21,32.95,4.93,76.98,15.5,11.91,28.07,4.06,51.24,10.99,58.92,46.14,7.69,6.64,0.37,40.75,39.79,2.04,55296,620.2,5662.6,6410.11
7/10/2012,76.07,6.2,11,22.33,30.39,32.59,19.06,12.43,28.77,3.18,16.51,37.78,36.46,25.57,36.92,59.93,43.27,30.15,23.24,14.38,13.04,10.81,13.88,19.18,21.05,12.98,14.99,2.55,17.18,21.49,8.26,11.95,8.49,28.26,5.82,8.69,24.09,2.29,29.93,13.04,55.17,9.22,6.01,10.29,45.26,6.06,8.96,78.82,3.13,19.2,18.62,32.96,4.61,76.46,14.64,11.21,28.03,4.01,51.58,10.97,59,45.22,7.25,6.36,0.36,39.95,39.22,2.03,54450,615.76,5664.1,6438.33
7/11/2012,75.92,6,10.93,22.1,30.07,32.13,18.59,12.26,28.03,3,16.52,37.68,35.58,24.98,36.46,59.86,42.16,29.92,22.53,13.89,13,10.68,13.62,18.82,20.56,12.02,14.66,2.46,16.87,21.09,8.35,11.99,8.36,27.89,5.86,8.7,24.04,2.3,29.22,12.88,54.29,8.95,5.92,9.9,45.56,6.01,8.72,77.3,3.14,19.1,18.55,33,4.28,75.99,14.17,10.78,28.55,3.98,51.06,10.8,58.54,45.21,6.9,6.15,0.36,39.57,38.8,2.03,53707,615.77,5664.5,6453.85
7/12/2012,75.2,5.95,10.9,21.5,29.53,31.74,18.31,11.89,27.83,2.9,16.37,37.69,36.07,25.16,37.15,59.8,42.34,29.8,22.16,13.69,12.95,10.63,13.7,18.94,20.45,11.89,14.71,2.34,16.74,20.91,8.5,11.94,8.35,27.82,5.77,8.66,23.85,2.33,29.33,12.97,54.23,8.97,5.66,9.73,45.28,5.77,8.76,76.65,3.16,18.92,18.4,32.98,4.05,75.7,14.08,10.58,28.54,4.02,49.96,9.87,58.61,45.63,6.98,6.12,0.36,38.98,38.2,2.05,53091,612.65,5608.3,6419.35
7/13/2012,74.9,6.35,11.06,21.26,29.78,32.38,18.41,12.12,28.05,2.97,16.2,37.91,36.48,25.73,37.53,60.39,41.97,30.02,22.49,13.97,12.93,10.66,13.64,18.88,20.43,12.32,15.14,2.38,17.26,21.5,8.62,12.09,8.53,28.4,5.72,8.95,23.58,2.4,29.1,13.17,54.01,9.08,5.68,10.12,44.99,5.81,8.79,77.47,3.3,20.15,19.51,32.97,4.04,76.25,14.17,10.79,28.38,4.11,48.78,10.02,58.42,46.7,7.39,6.45,0.36,40.11,39.28,2.03,54177,622.83,5666.1,6557.1
